RaterID,MovieID,Rating,Timestamp
36008,40,4.0,1996-02-01 14:34:09
36008,79,1.0,1996-02-01 14:34:19
36008,76,4.0,1996-02-01 14:34:24
36008,8,3.0,1996-02-01 14:34:25
36202,48,3.0,1996-02-02 10:01:53
36202,52,4.0,1996-02-02 10:01:53
36202,1,4.0,1996-02-02 10:01:54
36202,11,5.0,1996-02-02 10:01:57
36202,39,5.0,1996-02-02 10:01:58
36202,4,5.0,1996-02-02 10:01:59
36202,17,5.0,1996-02-02 10:01:59
36202,28,5.0,1996-02-02 10:02:00
36008,13,3.0,1996-02-02 12:33:34
36008,25,4.0,1996-02-02 12:33:34
36304,57,3.0,1996-02-02 12:36:10
36304,61,3.0,1996-02-02 12:36:11
36304,62,5.0,1996-02-02 12:36:16
36304,63,1.0,1996-02-02 12:36:17
36304,45,2.0,1996-02-02 12:36:17
36304,44,4.0,1996-02-02 12:36:18
36304,43,1.0,1996-02-02 12:36:19
36304,42,2.0,1996-02-02 12:36:19
36304,50,5.0,1996-02-02 12:36:20
36304,48,4.0,1996-02-02 12:36:26
36304,70,3.0,1996-02-02 12:36:27
36304,81,4.0,1996-02-02 12:36:27
36304,69,3.0,1996-02-02 12:36:28
36304,15,2.0,1996-02-02 12:36:29
36304,71,2.0,1996-02-02 12:36:29
36304,14,3.0,1996-02-02 12:36:32
36304,16,4.0,1996-02-02 12:36:34
36304,12,1.0,1996-02-02 12:36:34
36304,20,4.0,1996-02-02 12:36:35
36304,11,5.0,1996-02-02 12:36:35
36304,21,4.0,1996-02-02 12:36:36
36304,19,3.0,1996-02-02 12:36:36
36304,17,5.0,1996-02-02 12:36:37
36304,4,1.0,1996-02-02 12:36:38
36304,18,5.0,1996-02-02 12:36:38
36304,3,5.0,1996-02-02 12:36:41
36304,5,4.0,1996-02-02 12:36:41
36304,1,5.0,1996-02-02 12:36:42
36304,2,5.0,1996-02-02 12:36:42
36304,7,4.0,1996-02-02 12:36:43
36304,10,5.0,1996-02-02 12:36:43
36304,34,1.0,1996-02-02 12:36:44
36304,36,5.0,1996-02-02 12:36:45
36304,39,5.0,1996-02-02 12:36:48
36304,24,4.0,1996-02-02 12:36:49
36304,38,1.0,1996-02-02 12:36:49
36304,22,4.0,1996-02-02 12:36:50
36304,31,4.0,1996-02-02 12:36:52
36304,27,3.0,1996-02-02 12:36:53
36304,65,2.0,1996-02-02 12:36:57
36304,78,3.0,1996-02-02 12:36:58
36304,87,3.0,1996-02-02 12:36:59
36304,86,4.0,1996-02-02 12:36:59
36304,74,3.0,1996-02-02 12:37:00
36304,6,4.0,1996-02-02 12:37:01
36304,9,3.0,1996-02-02 12:37:01
36304,25,5.0,1996-02-02 12:37:05
36304,79,2.0,1996-02-02 12:37:07
36304,76,2.0,1996-02-02 12:37:08
36304,75,2.0,1996-02-02 12:37:08
36398,1,5.0,1996-02-05 09:53:17
36398,10,4.0,1996-02-05 09:53:18
36398,61,2.0,1996-02-05 09:53:20
36398,70,4.0,1996-02-05 09:53:21
36398,71,1.0,1996-02-05 09:53:21
36398,48,5.0,1996-02-05 09:53:24
36398,45,4.0,1996-02-05 09:53:27
36398,50,3.0,1996-02-05 09:53:29
36398,14,5.0,1996-02-05 09:53:31
36398,16,5.0,1996-02-05 09:53:34
36398,11,5.0,1996-02-05 09:53:35
36398,20,3.0,1996-02-05 09:53:35
36398,21,4.0,1996-02-05 09:53:36
36398,18,3.0,1996-02-05 09:53:38
36398,6,4.0,1996-02-05 09:53:42
36398,7,5.0,1996-02-05 09:53:42
36398,36,5.0,1996-02-05 09:53:44
36398,39,4.0,1996-02-05 09:53:45
36398,25,5.0,1996-02-05 09:53:46
36398,24,1.0,1996-02-05 09:53:48
36398,22,3.0,1996-02-05 09:53:49
36398,26,4.0,1996-02-05 09:53:49
36398,23,4.0,1996-02-05 09:53:50
36398,79,3.0,1996-02-05 09:54:01
36398,40,4.0,1996-02-05 09:54:07
36398,89,3.0,1996-02-05 09:54:08
35435,34,5.0,1996-02-06 16:44:38
35241,39,5.0,1996-02-07 13:55:05
35139,36,5.0,1996-02-09 18:56:57
35139,70,4.0,1996-02-09 18:56:59
35139,43,4.0,1996-02-09 18:57:00
36008,102,3.0,1996-02-10 08:06:13
36881,70,1.0,1996-02-12 14:05:35
36881,21,3.0,1996-02-12 14:05:36
36881,10,3.0,1996-02-12 14:05:37
36881,1,5.0,1996-02-12 14:05:37
36881,50,4.0,1996-02-12 14:05:38
36881,76,3.0,1996-02-12 14:05:39
36881,62,4.0,1996-02-12 14:05:39
36881,16,4.0,1996-02-12 14:05:40
36881,14,3.0,1996-02-12 14:05:41
36881,19,3.0,1996-02-12 14:05:44
36881,22,3.0,1996-02-12 14:05:45
36881,6,4.0,1996-02-12 14:05:45
36881,2,3.0,1996-02-12 14:05:46
36881,34,5.0,1996-02-12 14:05:47
36881,36,4.0,1996-02-12 14:05:48
36881,95,3.0,1996-02-12 14:05:48
37240,10,4.0,1996-02-15 12:59:53
37240,21,5.0,1996-02-15 12:59:53
37240,79,1.0,1996-02-15 12:59:54
37240,85,5.0,1996-02-15 12:59:57
37240,17,5.0,1996-02-15 12:59:58
37240,15,3.0,1996-02-15 12:59:59
37240,16,5.0,1996-02-15 12:59:59
37240,26,4.0,1996-02-15 13:00:00
37240,25,5.0,1996-02-15 13:00:00
37240,6,5.0,1996-02-15 13:00:01
37240,2,2.0,1996-02-15 13:00:02
37240,3,2.0,1996-02-15 13:00:02
37240,43,5.0,1996-02-15 13:00:03
37240,41,5.0,1996-02-15 13:00:03
37240,31,2.0,1996-02-15 13:00:05
37240,35,5.0,1996-02-15 13:00:06
37240,28,5.0,1996-02-15 13:00:06
37240,100,5.0,1996-02-15 13:00:08
36202,21,4.0,1996-02-15 15:13:40
36881,110,4.0,1996-02-17 12:17:36
36881,111,5.0,1996-02-17 12:17:39
37240,111,5.0,1996-02-20 12:46:18
37801,17,5.0,1996-02-20 16:56:50
37801,21,4.0,1996-02-20 16:56:50
37801,25,5.0,1996-02-20 16:56:50
37801,50,5.0,1996-02-20 16:56:50
37801,24,3.0,1996-02-21 13:53:45
35241,25,5.0,1996-02-21 15:37:16
35241,111,5.0,1996-02-22 16:12:10
38104,2,4.0,1996-02-22 16:30:53
38104,6,5.0,1996-02-22 16:30:53
38104,10,5.0,1996-02-22 16:30:53
38104,1,4.0,1996-02-22 16:30:53
38104,93,2.0,1996-02-22 16:30:53
38104,62,5.0,1996-02-22 16:30:53
38104,34,5.0,1996-02-22 16:30:53
38104,21,4.0,1996-02-22 16:30:53
38104,107,5.0,1996-02-22 16:30:54
38104,105,4.0,1996-02-22 16:30:54
38104,95,4.0,1996-02-22 16:30:54
38104,110,5.0,1996-02-22 16:30:54
38104,65,1.0,1996-02-22 16:31:30
38104,111,4.0,1996-02-22 16:34:40
38104,5,4.0,1996-02-22 16:34:41
38104,104,2.0,1996-02-22 16:34:41
38104,45,3.0,1996-02-22 16:38:17
38104,50,5.0,1996-02-22 16:38:17
38206,94,3.0,1996-02-22 17:26:08
38206,5,2.0,1996-02-22 17:26:08
38206,7,3.0,1996-02-22 17:26:08
38206,11,4.0,1996-02-22 17:26:08
38206,111,5.0,1996-02-22 17:26:08
38206,21,4.0,1996-02-22 17:26:08
38206,17,5.0,1996-02-22 17:26:08
38206,36,4.0,1996-02-22 17:26:08
38206,79,4.0,1996-02-22 17:26:08
38206,41,4.0,1996-02-22 17:34:20
38206,52,4.0,1996-02-22 17:34:20
38206,61,3.0,1996-02-22 17:34:20
38206,1,4.0,1996-02-22 17:34:20
38326,93,1.0,1996-02-23 12:55:55
38326,94,4.0,1996-02-23 12:55:55
38326,6,1.0,1996-02-23 12:55:55
38326,74,4.0,1996-02-23 12:55:55
38326,79,4.0,1996-02-23 12:55:55
38326,81,1.0,1996-02-23 12:55:55
38326,85,5.0,1996-02-23 12:55:56
38326,10,3.0,1996-02-23 12:55:56
38326,9,1.0,1996-02-23 12:55:56
38326,7,4.0,1996-02-23 12:55:56
38326,5,4.0,1996-02-23 12:55:56
38326,88,2.0,1996-02-23 12:55:56
38326,2,1.0,1996-02-23 12:55:56
38326,75,1.0,1996-02-23 12:55:56
38326,1,2.0,1996-02-23 12:55:56
38326,3,4.0,1996-02-23 12:55:56
38326,28,5.0,1996-02-23 12:55:57
38326,16,1.0,1996-02-23 12:55:57
38326,17,5.0,1996-02-23 12:55:57
38326,19,1.0,1996-02-23 12:55:57
38326,21,3.0,1996-02-23 12:55:57
38326,25,1.0,1996-02-23 12:55:57
38326,26,4.0,1996-02-23 12:55:57
38326,27,3.0,1996-02-23 12:55:57
38326,14,1.0,1996-02-23 12:55:57
38326,11,1.0,1996-02-23 12:55:57
38326,31,3.0,1996-02-23 12:55:58
38326,34,1.0,1996-02-23 12:55:58
38326,36,1.0,1996-02-23 12:55:58
38326,40,3.0,1996-02-23 12:55:58
38326,41,4.0,1996-02-23 12:55:58
38326,45,1.0,1996-02-23 12:55:58
38326,105,2.0,1996-02-23 12:55:59
38326,62,5.0,1996-02-23 12:55:59
38326,52,4.0,1996-02-23 12:55:59
38326,95,1.0,1996-02-23 12:55:59
38326,110,1.0,1996-02-23 12:55:59
38326,50,4.0,1996-02-23 12:55:59
38326,61,1.0,1996-02-23 12:55:59
38326,92,3.0,1996-02-23 12:55:59
38326,111,1.0,1996-02-23 12:56:00
37801,110,5.0,1996-02-26 11:09:25
38430,93,2.0,1996-02-26 18:39:38
38430,21,5.0,1996-02-26 18:39:39
38430,17,5.0,1996-02-26 18:39:39
38430,28,5.0,1996-02-26 18:44:48
38430,19,1.0,1996-02-26 18:49:36
38430,10,2.0,1996-02-26 18:49:36
38644,74,4.0,1996-02-26 22:26:10
38644,1,5.0,1996-02-26 22:26:10
38644,11,4.0,1996-02-26 22:26:11
38644,62,5.0,1996-02-26 22:26:11
38644,28,5.0,1996-02-26 22:26:11
38644,40,5.0,1996-02-26 22:26:11
38644,7,4.0,1996-02-26 22:26:11
38644,105,4.0,1996-02-26 22:26:11
36008,92,3.0,1996-02-27 13:58:01
39039,11,5.0,1996-02-28 09:32:14
39039,79,1.0,1996-02-28 09:32:14
39039,17,5.0,1996-02-28 09:32:14
39039,10,3.0,1996-02-28 09:32:14
39039,92,2.0,1996-02-28 09:32:15
39039,34,5.0,1996-02-28 09:32:15
39039,14,4.0,1996-02-28 09:32:15
39039,62,4.0,1996-02-28 09:32:15
39039,111,5.0,1996-02-28 09:32:16
34955,319,3.0,1996-02-29 16:48:44
34955,296,5.0,1996-02-29 16:48:44
34955,315,1.0,1996-02-29 16:48:44
35435,441,2.0,1996-03-01 00:00:00
35435,440,3.0,1996-03-01 00:00:00
35435,357,5.0,1996-03-01 00:00:00
40736,416,3.0,1996-03-01 00:00:00
35435,457,5.0,1996-03-01 00:00:00
35435,480,3.0,1996-03-01 00:00:00
35435,498,1.0,1996-03-01 00:00:00
35435,454,4.0,1996-03-01 00:00:00
35435,356,4.0,1996-03-01 00:00:00
40736,412,5.0,1996-03-01 00:00:00
39748,357,5.0,1996-03-01 00:00:00
35435,351,2.0,1996-03-01 00:00:00
35435,364,4.0,1996-03-01 00:00:00
35435,371,4.0,1996-03-01 00:00:00
35435,376,3.0,1996-03-01 00:00:00
35435,349,4.0,1996-03-01 00:00:00
35435,337,4.0,1996-03-01 00:00:00
39748,377,2.0,1996-03-01 00:00:00
39748,376,3.0,1996-03-01 00:00:00
35435,380,4.0,1996-03-01 00:00:00
35435,434,3.0,1996-03-01 00:00:00
39748,371,4.0,1996-03-01 00:00:00
39748,368,4.0,1996-03-01 00:00:00
37801,249,5.0,1996-03-01 00:00:00
37801,235,5.0,1996-03-01 00:00:00
37801,229,5.0,1996-03-01 00:00:00
40736,383,2.0,1996-03-01 00:00:00
36202,261,4.0,1996-03-01 00:00:00
40640,414,2.0,1996-03-01 00:00:00
40736,451,3.0,1996-03-01 00:00:00
39748,233,5.0,1996-03-01 00:00:00
39748,289,3.0,1996-03-01 00:00:00
39748,296,5.0,1996-03-01 00:00:00
39748,300,5.0,1996-03-01 00:00:00
39748,303,4.0,1996-03-01 00:00:00
39748,227,1.0,1996-03-01 00:00:00
39748,315,2.0,1996-03-01 00:00:00
39748,316,2.0,1996-03-01 00:00:00
39748,349,4.0,1996-03-01 00:00:00
39748,350,2.0,1996-03-01 00:00:00
39748,356,3.0,1996-03-01 00:00:00
40736,466,3.0,1996-03-01 00:00:00
40736,469,2.0,1996-03-01 00:00:00
40736,480,3.0,1996-03-01 00:00:00
40736,485,2.0,1996-03-01 00:00:00
40736,506,5.0,1996-03-01 00:00:00
40736,448,2.0,1996-03-01 00:00:00
39748,225,1.0,1996-03-01 00:00:00
40640,377,5.0,1996-03-01 00:00:00
40736,454,5.0,1996-03-01 00:00:00
40736,457,5.0,1996-03-01 00:00:00
35435,300,4.0,1996-03-01 00:00:00
35435,296,5.0,1996-03-01 00:00:00
35435,266,1.0,1996-03-01 00:00:00
35435,261,4.0,1996-03-01 00:00:00
35435,215,5.0,1996-03-01 00:00:00
40640,372,4.0,1996-03-01 00:00:00
40736,541,5.0,1996-03-01 00:00:00
40736,515,4.0,1996-03-01 00:00:00
40736,509,5.0,1996-03-01 00:00:00
40736,508,5.0,1996-03-01 00:00:00
39748,215,5.0,1996-03-01 00:00:00
40640,424,4.0,1996-03-01 00:00:00
40640,419,2.0,1996-03-01 00:00:00
35435,501,4.0,1996-03-01 00:00:00
40640,412,5.0,1996-03-01 00:00:00
40640,410,4.0,1996-03-01 00:00:00
40640,408,3.0,1996-03-01 00:00:00
40736,535,5.0,1996-03-01 00:00:00
35435,509,5.0,1996-03-01 00:00:00
35435,539,3.0,1996-03-01 00:00:00
35435,521,5.0,1996-03-01 00:00:00
34955,509,5.0,1996-03-01 00:00:00
34955,506,5.0,1996-03-01 00:00:00
39444,380,4.0,1996-03-01 00:00:00
39444,377,5.0,1996-03-01 00:00:00
39444,368,2.0,1996-03-01 00:00:00
39444,357,5.0,1996-03-01 00:00:00
39444,356,5.0,1996-03-01 00:00:00
34955,589,5.0,1996-03-01 00:00:00
37153,474,5.0,1996-03-01 00:00:00
39444,351,2.0,1996-03-01 00:00:00
39444,350,5.0,1996-03-01 00:00:00
37153,480,1.0,1996-03-01 00:00:00
39444,349,3.0,1996-03-01 00:00:00
37153,492,4.0,1996-03-01 00:00:00
37153,500,2.0,1996-03-01 00:00:00
37153,517,2.0,1996-03-01 00:00:00
39444,355,2.0,1996-03-01 00:00:00
34955,593,5.0,1996-03-01 00:00:00
40736,546,1.0,1996-03-01 00:00:00
37801,383,2.0,1996-03-01 00:00:00
37153,377,4.0,1996-03-01 00:00:00
37153,441,3.0,1996-03-01 00:00:00
37153,448,2.0,1996-03-01 00:00:00
37153,454,4.0,1996-03-01 00:00:00
37153,457,5.0,1996-03-01 00:00:00
37801,344,5.0,1996-03-01 00:00:00
37801,356,4.0,1996-03-01 00:00:00
37801,358,4.0,1996-03-01 00:00:00
37801,368,4.0,1996-03-01 00:00:00
37801,371,2.0,1996-03-01 00:00:00
37153,471,3.0,1996-03-01 00:00:00
37801,372,1.0,1996-03-01 00:00:00
37801,376,4.0,1996-03-01 00:00:00
37801,380,4.0,1996-03-01 00:00:00
37801,381,4.0,1996-03-01 00:00:00
37153,371,4.0,1996-03-01 00:00:00
37153,535,4.0,1996-03-01 00:00:00
40640,500,2.0,1996-03-01 00:00:00
40640,535,5.0,1996-03-01 00:00:00
40640,541,5.0,1996-03-01 00:00:00
40640,542,2.0,1996-03-01 00:00:00
40640,544,2.0,1996-03-01 00:00:00
40640,551,4.0,1996-03-01 00:00:00
40640,552,3.0,1996-03-01 00:00:00
40640,534,4.0,1996-03-01 00:00:00
40640,553,4.0,1996-03-01 00:00:00
36202,376,4.0,1996-03-01 00:00:00
36202,368,3.0,1996-03-01 00:00:00
36202,357,4.0,1996-03-01 00:00:00
36202,344,4.0,1996-03-01 00:00:00
36202,300,4.0,1996-03-01 00:00:00
40640,555,5.0,1996-03-01 00:00:00
34955,380,4.0,1996-03-01 00:00:00
40640,527,5.0,1996-03-01 00:00:00
40640,501,5.0,1996-03-01 00:00:00
40640,506,4.0,1996-03-01 00:00:00
40640,508,4.0,1996-03-01 00:00:00
40640,509,5.0,1996-03-01 00:00:00
40640,510,4.0,1996-03-01 00:00:00
40640,515,4.0,1996-03-01 00:00:00
40640,517,4.0,1996-03-01 00:00:00
40640,519,2.0,1996-03-01 00:00:00
40640,520,2.0,1996-03-01 00:00:00
40640,521,3.0,1996-03-01 00:00:00
40640,524,2.0,1996-03-01 00:00:00
35435,515,4.0,1996-03-01 00:00:00
37153,357,4.0,1996-03-01 00:00:00
39748,442,1.0,1996-03-01 00:00:00
39748,454,3.0,1996-03-01 00:00:00
39748,471,5.0,1996-03-01 00:00:00
39748,474,4.0,1996-03-01 00:00:00
39748,480,3.0,1996-03-01 00:00:00
37801,252,3.0,1996-03-01 00:00:00
39748,434,2.0,1996-03-01 00:00:00
39748,492,5.0,1996-03-01 00:00:00
39748,508,5.0,1996-03-01 00:00:00
39748,509,5.0,1996-03-01 00:00:00
39748,519,1.0,1996-03-01 00:00:00
39748,527,5.0,1996-03-01 00:00:00
39748,528,1.0,1996-03-01 00:00:00
39748,535,5.0,1996-03-01 00:00:00
39748,541,5.0,1996-03-01 00:00:00
39748,500,3.0,1996-03-01 00:00:00
39748,426,1.0,1996-03-01 00:00:00
40640,470,2.0,1996-03-01 00:00:00
40640,465,2.0,1996-03-01 00:00:00
35435,534,5.0,1996-03-01 00:00:00
35435,535,3.0,1996-03-01 00:00:00
35435,537,4.0,1996-03-01 00:00:00
35435,538,4.0,1996-03-01 00:00:00
40640,429,2.0,1996-03-01 00:00:00
40640,435,2.0,1996-03-01 00:00:00
39748,410,1.0,1996-03-01 00:00:00
40640,442,2.0,1996-03-01 00:00:00
40640,448,3.0,1996-03-01 00:00:00
40640,451,3.0,1996-03-01 00:00:00
40640,454,4.0,1996-03-01 00:00:00
40640,455,4.0,1996-03-01 00:00:00
40640,457,4.0,1996-03-01 00:00:00
40640,459,4.0,1996-03-01 00:00:00
40640,464,3.0,1996-03-01 00:00:00
37153,296,3.0,1996-03-01 00:00:00
40640,472,4.0,1996-03-01 00:00:00
39748,599,5.0,1996-03-01 00:00:00
37801,280,5.0,1996-03-01 00:00:00
40640,479,2.0,1996-03-01 00:00:00
40640,480,5.0,1996-03-01 00:00:00
40640,481,2.0,1996-03-01 00:00:00
40640,483,4.0,1996-03-01 00:00:00
40640,487,2.0,1996-03-01 00:00:00
40640,491,3.0,1996-03-01 00:00:00
40640,492,4.0,1996-03-01 00:00:00
37801,282,4.0,1996-03-01 00:00:00
37801,288,2.0,1996-03-01 00:00:00
37153,252,3.0,1996-03-01 00:00:00
40640,490,4.0,1996-03-01 00:00:00
40736,316,3.0,1996-03-01 00:00:00
39748,589,1.0,1996-03-01 00:00:00
39748,592,4.0,1996-03-01 00:00:00
39748,594,5.0,1996-03-01 00:00:00
39748,596,5.0,1996-03-01 00:00:00
39748,597,5.0,1996-03-01 00:00:00
40640,474,5.0,1996-03-01 00:00:00
40736,380,5.0,1996-03-01 00:00:00
40736,377,4.0,1996-03-01 00:00:00
40736,376,3.0,1996-03-01 00:00:00
40736,368,5.0,1996-03-01 00:00:00
40736,364,4.0,1996-03-01 00:00:00
40736,362,5.0,1996-03-01 00:00:00
40736,357,5.0,1996-03-01 00:00:00
40736,356,5.0,1996-03-01 00:00:00
40736,355,3.0,1996-03-01 00:00:00
40640,471,4.0,1996-03-01 00:00:00
40640,514,4.0,1996-03-01 00:00:00
40640,531,4.0,1996-03-01 00:00:00
40516,478,2.0,1996-03-01 00:00:00
40516,531,4.0,1996-03-01 00:00:00
38430,407,1.0,1996-03-01 00:00:00
38430,382,1.0,1996-03-01 00:00:00
38430,380,2.0,1996-03-01 00:00:00
38430,368,4.0,1996-03-01 00:00:00
40516,527,5.0,1996-03-01 00:00:00
38430,367,1.0,1996-03-01 00:00:00
38430,357,4.0,1996-03-01 00:00:00
38430,355,1.0,1996-03-01 00:00:00
38430,419,1.0,1996-03-01 00:00:00
38430,423,1.0,1996-03-01 00:00:00
38430,435,1.0,1996-03-01 00:00:00
38430,546,1.0,1996-03-01 00:00:00
38430,537,4.0,1996-03-01 00:00:00
38430,522,1.0,1996-03-01 00:00:00
38430,520,4.0,1996-03-01 00:00:00
38430,509,5.0,1996-03-01 00:00:00
38430,506,2.0,1996-03-01 00:00:00
38430,497,4.0,1996-03-01 00:00:00
38430,493,1.0,1996-03-01 00:00:00
38430,492,5.0,1996-03-01 00:00:00
38430,480,3.0,1996-03-01 00:00:00
38430,464,1.0,1996-03-01 00:00:00
38430,457,4.0,1996-03-01 00:00:00
38430,454,2.0,1996-03-01 00:00:00
38430,426,1.0,1996-03-01 00:00:00
40516,524,4.0,1996-03-01 00:00:00
40516,455,4.0,1996-03-01 00:00:00
40516,427,1.0,1996-03-01 00:00:00
40516,457,5.0,1996-03-01 00:00:00
40516,458,3.0,1996-03-01 00:00:00
40516,459,2.0,1996-03-01 00:00:00
40516,463,2.0,1996-03-01 00:00:00
40516,464,4.0,1996-03-01 00:00:00
40516,465,3.0,1996-03-01 00:00:00
40516,466,3.0,1996-03-01 00:00:00
40516,471,4.0,1996-03-01 00:00:00
38430,288,1.0,1996-03-01 00:00:00
38430,256,1.0,1996-03-01 00:00:00
40516,500,4.0,1996-03-01 00:00:00
40516,454,3.0,1996-03-01 00:00:00
40516,451,4.0,1996-03-01 00:00:00
40516,522,4.0,1996-03-01 00:00:00
40516,521,4.0,1996-03-01 00:00:00
40516,520,3.0,1996-03-01 00:00:00
40516,519,1.0,1996-03-01 00:00:00
40516,517,3.0,1996-03-01 00:00:00
40516,515,5.0,1996-03-01 00:00:00
38430,553,2.0,1996-03-01 00:00:00
40516,514,4.0,1996-03-01 00:00:00
40516,510,3.0,1996-03-01 00:00:00
40516,441,4.0,1996-03-01 00:00:00
40516,442,2.0,1996-03-01 00:00:00
40516,509,5.0,1996-03-01 00:00:00
40516,448,5.0,1996-03-01 00:00:00
40516,508,4.0,1996-03-01 00:00:00
38430,296,4.0,1996-03-01 00:00:00
40516,440,4.0,1996-03-01 00:00:00
40516,435,3.0,1996-03-01 00:00:00
40316,497,5.0,1996-03-01 00:00:00
40316,493,5.0,1996-03-01 00:00:00
40316,492,4.0,1996-03-01 00:00:00
40316,480,3.0,1996-03-01 00:00:00
40316,474,5.0,1996-03-01 00:00:00
40516,426,3.0,1996-03-01 00:00:00
40516,424,3.0,1996-03-01 00:00:00
40516,419,3.0,1996-03-01 00:00:00
40516,415,3.0,1996-03-01 00:00:00
40516,414,3.0,1996-03-01 00:00:00
40316,457,5.0,1996-03-01 00:00:00
40316,454,3.0,1996-03-01 00:00:00
40316,441,4.0,1996-03-01 00:00:00
40316,440,4.0,1996-03-01 00:00:00
40316,412,5.0,1996-03-01 00:00:00
40316,506,3.0,1996-03-01 00:00:00
40516,412,5.0,1996-03-01 00:00:00
40316,508,4.0,1996-03-01 00:00:00
40316,527,5.0,1996-03-01 00:00:00
40516,535,5.0,1996-03-01 00:00:00
40516,538,4.0,1996-03-01 00:00:00
40516,539,4.0,1996-03-01 00:00:00
40516,540,1.0,1996-03-01 00:00:00
40516,542,2.0,1996-03-01 00:00:00
40516,544,2.0,1996-03-01 00:00:00
40516,546,1.0,1996-03-01 00:00:00
40516,551,5.0,1996-03-01 00:00:00
40516,552,2.0,1996-03-01 00:00:00
40516,553,3.0,1996-03-01 00:00:00
40516,555,4.0,1996-03-01 00:00:00
40316,551,4.0,1996-03-01 00:00:00
40316,539,4.0,1996-03-01 00:00:00
40316,509,5.0,1996-03-01 00:00:00
40516,410,4.0,1996-03-01 00:00:00
40516,409,3.0,1996-03-01 00:00:00
40516,408,2.0,1996-03-01 00:00:00
40640,371,4.0,1996-03-01 00:00:00
40233,380,4.0,1996-03-01 00:00:00
40233,377,4.0,1996-03-01 00:00:00
40233,367,1.0,1996-03-01 00:00:00
40233,357,5.0,1996-03-01 00:00:00
40233,356,4.0,1996-03-01 00:00:00
40233,353,3.0,1996-03-01 00:00:00
40233,349,4.0,1996-03-01 00:00:00
40233,315,2.0,1996-03-01 00:00:00
40233,296,5.0,1996-03-01 00:00:00
40233,288,4.0,1996-03-01 00:00:00
40516,434,3.0,1996-03-01 00:00:00
40516,431,3.0,1996-03-01 00:00:00
40516,430,2.0,1996-03-01 00:00:00
40516,429,2.0,1996-03-01 00:00:00
40516,372,4.0,1996-03-01 00:00:00
40516,371,4.0,1996-03-01 00:00:00
40516,349,4.0,1996-03-01 00:00:00
40516,347,2.0,1996-03-01 00:00:00
40516,344,1.0,1996-03-01 00:00:00
40516,439,3.0,1996-03-01 00:00:00
40316,357,4.0,1996-03-01 00:00:00
40316,223,5.0,1996-03-01 00:00:00
40516,337,4.0,1996-03-01 00:00:00
40640,344,3.0,1996-03-01 00:00:00
40516,300,5.0,1996-03-01 00:00:00
40640,347,2.0,1996-03-01 00:00:00
40316,356,4.0,1996-03-01 00:00:00
