MovieID,Title,Genres,Year,Director,Genre,Plot
1488,The Devil's Own,Action|Drama|Thriller,1997,,,
1489,Cats Don't Dance,Animation|Children|Musical,1997,Unknown,unknown,"In 1939, Danny, an optimistic young cat, dreams of Hollywood stardom, so he travels from his hometown of Kokomo, Indiana to Hollywood in hopes of starting a career there. After meeting a new friend Pudge, Danny is selected by agent Farley Wink to feature in a film called Li'l Ark Angel that is in production alongside a white cat named Sawyer at Mammoth Studios. Upon joining fellow animals; Tillie, Cranston, Frances, and T.W., Danny is dismayed on learning how minor his role is and tries to weasel his way into more time in the spotlight. Danny winds up angering Darla Dimple, a popular, extremely spoiled child actress and star of the film, so she assigns her butler Max to intimidate Danny into no longer trying to enlarge his part.
Danny learns from the studio's mascot Woolie that human actors are normally given more important roles than animals; a fact that none of them are very happy with but know they must accept. He longs for the spotlight and tries to make a plan that will encourage humans to provide animal actors with better scenarios, such as by assembling a massive cluster of animals and putting on a musical performance for the humans.
Later, Danny is given advice by Darla (while masking her true villainous nature with a sweet one as she always does) through song on how to interest and satisfy audiences. He takes this information to heart and groups the animals for an audition on the Ark in hopes of attracting the humans' attention. However, Darla, fearing that the animals are jeopardizing her spotlight, has Max help her flood the stage, while L.B. Mammoth, the chief of Mammoth Studios; and Flanagan, the film's director, are giving an interview, gets the animals blamed and fired for the collateral damage. The animals are depressed at being barred from acting in Mammoth Studios (especially Danny, who was convinced by Darla that she was trying to help the animals). As Woolie tells Danny to return to Kokomo, Tillie suggests Sawyer to follow Danny.
After a comment from the bus driver and seeing Pudge wander the streets, Danny comes up with a plan yet again. He secretly invites Sawyer, her friends, and Woolie to the premiere of Lil' Ark Angel. After the screening and a battle with Max that sends him flying away on a Darla Dimple balloon, Danny calls the audience's attention. Upon bringing Sawyer, Woolie, Tillie, Cranston, Pudge, Frances and T.W. backstage to help Danny, the eight animals put on a musical performance that entertains and impresses the viewers. Meanwhile, Darla is trying to sabotage the show by tampering with the set and special effects equipment, but her attempts instead cause her to inadvertently enhance the performance as well as injure herself. At last, she pulls a big all-switch, though it sets off an enormous fireworks finale, making the animals' performance a complete success (as well as severing the roof of the theatre).
Furious and fuming at the animals, Darla berates Danny, accidentally confessing to flooding Mammoth Studios when her voice is amplified over the theater's sound system thanks to an open microphone, revealing the truth about the incident to the audience, including L.B. Mammoth and Flanagan, who are horrified seeing Darla for her true colors. Pudge pulls a lever, sending Darla down a trapdoor. At last, the animals' demand for larger roles are met and their dreams are fulfilled after so long, and Danny and Sawyer admit their feelings for each other. (Max is also last seen in Paris, France on the balloon.)
A montage of film poster parodies which put the main animals in the roles of each character (ending with a Free Willy parody) precede the credits. It is shown afterwards that Darla is fired from show business and is now working as a janitor. She puts up a ""The End"" poster on a wall, and it falls down and wraps around her."
1490,B*A*P*S,Comedy,1997,Robert Townsend,comedy,"Nisi (Halle Berry) and Mickey (Natalie Desselle-Reid) are waitresses in a soul food diner in Decatur, Georgia. Their dream is to open the world's first combination hair salon and soul food restaurant.
To accumulate start-up money, they audition for a music video in Los Angeles. Through an unusual turn of events, they end up assisting a Beverly Hills butler and caring for an aging millionaire, Mr. Blakemore, who welcomes them into his mansion. They become Black American Princesses (BAPs) ""livin' large and takin' charge!"" amongst the rich and famous.
They soon find themselves in the middle of a plot to milk the millionaire of his fortune. Realizing that they have acted no better than the plotters, they choose instead to become Mr. Blakemore's primary caregivers.
Blakemore eventually passes and his will grants half of his fortune to them."
1493,Love and Other Catastrophes,Romance,1996,Emma-Kate Croghan,romantic comedy,"The story revolves around University of Melbourne film studies students and roommates Mia (Frances O'Connor) and Alice (Alice Garner), each of whom is experiencing various upheavals. Mia and Alice have just moved into a trendy apartment but are in desperate need of a housemate. Mia's girlfriend Danni (Radha Mitchell) is keen to move in, but Mia fears commitment.
Obsessed with her favourite lecturer, Mia becomes embroiled in a war of paperwork with the University administration as she attempts to pursue him to his new department. She is hampered in her efforts to transfer by her current supervisor Professor Leach (Kym Gyngell). To add to her woes she then breaks up with her girlfriend, Danni. Danni pursues another love interest, in part to get back at Mia.
Alice, a habitual perfectionist, is four years late with her thesis on 'Doris Day as Feminist Warrior'. She is looking for the perfect man but can't find anyone who fits her strict criteria. Frustrated, she falls for the most unsuitable male possible... Ari (Matthew Dyktynski), a classics student and part-time gigolo. However she is the object of desire of shy medical student, Michael (Matt Day).
As the day ends and the party begins events begin to unscramble in unexpected ways. Omnia Vincit Amor... Love Conquers All."
1495,Turbo: A Power Rangers Movie,Action|Adventure|Children,1997,Jonathan Tzachor,fantasy,"Following the defeat of King Mondo and the Machine Empire, on a distant planet, a wizard named Lerigot is being hunted by an intergalactic space pirate named Divatox, who seeks his golden key in order to traverse an inter-dimensional gateway on Earth known as the Nemesis Triangle. There, she plans to enter into matrimony with Maligore, a demon who promises to grant her great riches and power. Lerigot escapes Divatox's forces and travels to Earth in search of Zordon and his friend Alpha 5, but lands in Africa instead. Weakened by the sun's ultraviolet rays, Lerigot meets a pack of chimpanzees and wanders off with them. Meanwhile, Divatox sets off for Earth in pursuit.
In Angel Grove, Rocky, Adam, and Tommy are training for a charity fighting competition to save the Youth Shelter, when Rocky accidentally injures his back after a wrong move causes him to fly out of the ring. Katherine and Tanya arrive with Justin, a kid who admires Rocky and frequents the shelter. As Rocky is rushed to the hospital, Justin follows the group and learns that they are Power Rangers. Zordon sends Tommy and Katherine to search for Lerigot. After a run in with a boa constrictor, fierce water rapids, and an injury to Katherine's leg, they manage to find him and return to the Power Chamber.
Divatox's nephew, Elgar searches for two human sacrifices to revive Maligore. He abducts Bulk and Skull, but Divatox rejects them for not being pure of heart. Divatox finds two perfect specimens who are scuba diving nearby and captures them. While recovering, Lerigot is contacted by Divatox, who has captured his family and demands that he surrender himself. Divatox also uses the two hostages, revealed to be Kimberly and Jason, to pressure the Rangers. At the exchange site, Elgar tricks the Rangers and takes Lerigot without releasing their friends.
Zordon and Alpha create new powers for the Rangers to defeat Divatox. With the new Turbo powers and their new vehicular Turbo Zords, the Rangers drive across the desert to a ship called the Ghost Galleon. They are joined by Justin, who has received Rocky's powers as the new Blue Turbo Ranger, as Rocky is unable to rejoin his friends. On Divatox's submarine, Jason and Kimberly work on a plan to escape. When the Ghost Galleon and Divatox's submarine arrive at the Nemesis Triangle, Divatox forces Lerigot to allow them to cross while the Rangers do the same with the keys to their Ranger powers.
Once they reach the island where Maligore is imprisoned, Divatox torpedoes the ship and Rangers narrowly escape in their Turbo cars. Bulk, Skull, and Kimberly escape the sub, but Jason is trapped and left behind. Kimberly is then captured by the Malicians, inhabitants of the island, and Divatox forces Lerigot to unlock the temple in the volcano and make the Malicians join her with Kimberly. The Rangers morph and fight Divatox's forces at the temple, but are unable to free Jason and Kimberly before the two are possessed by Maligore and attack the Rangers mercilessly. The Rangers free Lerigot and his wife Yara, who undo the possession.
Angered, Divatox sacrifices her nephew and successfully revives Maligore. The Rangers summon their Turbo Megazord to fight Maligore. They defeat him as Divatox and Rygog flee, vowing vengeance. The Rangers pick up Jason, Kimberly, Lerigot, Yara, Bulk, and Skull and return to Angel Grove. At the competition, Jason takes Rocky's place, and they win the tournament, earning the money in order to save the shelter."
1496,Anna Karenina,Drama|Romance,1997,Bernard Rose,drama,"Anna Karenina is a young and elegant wife of Alexei Karenin, a wealthy nobleman twenty years her senior. She is unhappy and lives only for their son, Seriozha. During a ball in Moscow, she encounters the handsome Count Alexei Vronsky. Vronsky is instantly smitten and follows her to St. Petersburg, pursuing her shamelessly. Eventually, Anna surrenders to her feelings for him and becomes his mistress. Though they are happy together, their relationship soon crumbles after she miscarries his child. Karenin is deeply touched by her pain and agrees to forgive her. However, Anna remains unhappy and, to the scandal of respectable society, she openly leaves her husband for Vronsky.
Using her brother as an intermediary, Anna hopelessly begs her husband for a divorce. Karenin, under the poisonous influence of her friend the Countess Lydia Ivanovna, indignantly refuses to divorce and denies Anna any access to Seriozha. Distraught by the loss of her son, Anna grows severely depressed and self-medicates with laudanum. Before long, she is hopelessly addicted. With Vronsky she has another child, but he is also torn between his love to Anna and the temptation of a respectable marriage in the eyes of society. Anna becomes certain that Vronsky is about to leave her and marry a younger woman. She travels to the railway station and commits suicide by jumping in front of a train.
Vronsky is emotionally devastated by her death and volunteers for a 'suicide mission' in the Balkan war. While travelling to join his regiment, he encounters Konstantin Levin at the train station. Levin has married Vronsky's former (and unrequited) sweetheart, Princess ""Kitty"" Shcherbatsky. Levin attempts to persuade Vronsky of the value of life. Vronsky, however, is now despondent, and can only speak of how Anna's body looked at the railway station when he arrived to see her. They separate, and Levin is left sure that he will never see again Vronsky, while the train departs.
Levin returns to his family. At home, he writes the events of everything that happened, and signs his manuscript: ""Leo Tolstoy""."
1497,Double Team,Action,1997,Tsui Hark,action,"Having successfully completed his final mission three years prior, which was to retrieve a truck load of plutonium stolen from a US military base in Croatia by freelance international terrorist Stavros, government anti-terrorist agent Jack Paul Quinn is relaxing by his pool in Southern France with Kathryn, his pregnant wife. Quinn is approached by a government representative who tells him that Stavros, Quinn's nemesis, has become active again and tries to convince Quinn to come out of retirement telling Quinn that he ‘can’t retire until he [Stavros] does’. Quinn is reluctant to return to duty but agrees after the same representative is killed by Stavros shortly after the meeting with Quinn.
Acting on intelligence received, Quinn travels to Antwerp, Belgium where he meets up with quirky arms dealer Yaz, who equips Quinn with weaponry and then proceeds to meet the Delta team put together to capture Stavros. Stavros has been tracked to an amusement park but Quinn hesitates to give the order to shoot Stavros when it becomes apparent that Stavros is meeting with his six-year-old son.
Stavros exploits Quinn's hesitation and a shootout ensues in which Stavros’ son is killed and Stavros is able to escape into a hospital, pursued by Quinn. Stavros and Quinn fight in the hospital’s maternity ward with Stavros getting away after knocking Quinn unconscious in an explosion. Quinn wakes up on 'The Colony', an inescapable, invisible penal institution island for secret agents.
Quinn learns that he has been sent to the Colony due to his failure to capture Stavros, that his family has been told he was killed and that only agents considered ""too valuable to kill but too dangerous to set free"" are committed to the institution. The occupants of the Colony are expected to help analyse terrorist threats and have to register themselves present every day using a fingerprint scanner. Meanwhile, Kathryn receives a call from an art gallery in Rome telling her that they would like to display her sculptures and that they will fly her out immediately. When she arrives, Stavros kidnaps her.
Whilst analysing information received from a terrorist bombing, Quinn picks up a message from Stavros telling him that Stavros has captured Kathryn and so Quinn realises he must escape the Colony if he is to save her. Quinn devises a system to fool the fingerprint scanner and is able to leave the island by attaching himself to cargo due to be extracted from the island from the air.
Quinn goes to Yaz, the only man who can help him, pleading for assistance in return for access to CIA bank accounts. Yaz agrees to help and the two go to Quinn’s house where they are ambushed by Stavros’ men. After fighting the men off, Quinn receives a message from Stavros telling him that he must go to Rome for his baby’s sake. When they arrive in Rome, Yaz learns that Quinn's wife is pregnant after Stavros delivers a sonogram of the baby to the given rendezvous. Quinn emails Stavros encouraging him to meet in a town square, knowing that Stavros will have to take the bait.
At the meeting point, Quinn catches sight of Kathryn in a car but is intercepted by Stavros before he can reach her and a shootout occurs as Kathryn is driven away. Quinn tracks Stavros’ henchmen down to the hotel suite where Kathryn was being held and finds a clue to her whereabouts — a prescription bottle label. Meanwhile, Kathryn is transported to hospital where she gives birth.
Using the prescription bottle and with Yaz's help, Quinn is able to track down the hospital where he finds Kathryn but discovers that Stavros has taken his son. Thanks to assistance from a nurse, Quinn locates Stavros and the baby in an explosives-rigged Roman amphitheater. Stavros leaves Quinn in the middle of a minefield with his son and then unleashes a tiger.
Yaz arrives on a motorbike and is able to snatch the baby, leaving Quinn to escape from the tiger and go after Stavros. Quinn and Stavros fight in the minefield until Stavros steps on a mine (after Yaz moved the markers) and is left stranded. Quinn, his son and Yaz run as Stavros is charged by the tiger and takes his foot off the mine, a chain reaction rips the amphitheater apart and Yaz is able to shield his friends from the ensuing blast by sheltering under a vending machine. Stavros and the tiger are killed in the blast."
1498,Inventing the Abbotts,Drama|Romance,1997,Pat OConnor,comedy,"The lives of two closely linked families dangerously intersect in a small Illinois town in the 1950s. Two brothers, Jacey and Doug Holt are being raised by a single, working mother in Haley, Illinois. Their father was a reckless risk-taker and lost his life in a bet with Lloyd Abbott (Will Patton), his business partner. Abbott eventually becomes one of the town's foremost, wealthiest and most-admired citizens. The lives of the Holts and the Abbotts are intertwined through various entanglements. Lloyd Abbott and his distant wife, Joan, are the parents of three beautiful daughters, Alice, Eleanor and Pamela.
Because of a misunderstanding of the circumstances surrounding his father's death (a supposed bet with Abbott that took the elder Holt's life), Jacey (Billy Crudup) seeks revenge on the Abbotts through the calculated seduction of the Abbott daughters. At first, Jacey cannot wait to escape the suffocating life in Haley, later in the film, however, he is pulled back as he idolizes the Abbott family, as well as obsesses about the oldest daughter, Alice (Joanna Going), thus seeking to jockey his way into the Abbott family.
At first, Doug (Joaquin Phoenix), the younger brother, admires and worships his brother's libertine lifestyle. However, as he matures, he discovers that all that glitters is not gold. He eventually falls in love with the youngest, virginal Abbott, Pamela (Liv Tyler), who protests his early, fumbling sexual advances. She forces him to appreciate her for who she is, not what she may offer up to him. Meanwhile, Eleanor (Jennifer Connelly) is sent away to a mental hospital after she and Jacey are caught by Lloyd Abbott, who cannot keep them apart.
After two years of being apart from each other, Doug and Pamela meet again by chance while they are in college in Philadelphia. However, Doug and Jacey are brought back to Haley after their mother's death. They also find a letter from their late father that says he has sold their patent for a 1937 DeSoto Coupe convertible. Despite the obstacles that Lloyd Abbott places in the way of any of the Holt brothers ever seeing his daughters again, Doug convinces Abbott at the end of the story of his true love for Pamela and receives his blessing on a future relationship."
1499,Anaconda,Action|Adventure|Thriller,1997,Luis Llosa,horror,"A poacher (Danny Trejo) hides from an anaconda in his boat. While it breaks through the boat, the poacher commits suicide.
While shooting a documentary about a long-lost Indigenous tribe, the Shirishamas, on the Amazon River, director Terri Flores (Jennifer Lopez) and members of her crew—including cameraman Danny Rich (Ice Cube), production manager Denise Kalberg (Kari Wuhrer), her boyfriend, sound engineer Gary Dixon (Owen Wilson), visionary Warren Westridge (Jonathan Hyde), anthropologist Professor Steven Cale (Eric Stoltz), and boat skipper Mateo (Vincent Castellanos)—come across stranded Paraguayan snake hunter Paul Serone (Jon Voight) and help him, believing he knows how to find the tribe they are searching for.
Most of the crew are uncomfortable around Serone, and Cale clashes with him several times in regards to Shirishama lore. Later, while trying to free the boat's propeller from a rope, Cale is stung in the throat by a wasp inside his scuba regulator, which swells his throat shut and leaves him unconscious. Serone performs an emergency cricothyrotomy, seemingly saving Cale's life. With that, Serone takes command of the boat and the crew. They are then forced to help him achieve his true objective—hunting down and capturing a record-breaking giant anaconda he had been tracking.
Mateo is the first of the crew to be killed by the anaconda, which coils around him and then breaks his neck near a boat where the poacher had been killed. A photograph in an old newspaper reveals that Mateo, Serone, and the unnamed poacher were working together to catch animals, including snakes. The others try to find him while Gary sides with Serone, who promises if they help him find the anaconda, he will help them get out alive. Later at night, the anaconda attacks the boat. When Serone attempts to capture the snake, it crushes Gary, killing and eating him, leaving Denise devastated. The survivors overcome Serone and tie him up. The next day, the boat becomes stuck at a waterfall, requiring Terri, Danny, and Westridge to enter the water to winch it loose. When Denise attempts to kill Serone as revenge for Gary's death, he gets the edge and strangles her to death with his legs before dumping her body in the river. When the anaconda returns, Westridge distracts it long enough for Terri and Danny to return to the boat while he ascends the waterfall. Danny and the freed Serone fight, as Westridge is coiled by the snake. Before it can kill him, the tree supporting the anaconda breaks, sending everyone into the water and waking up Cale. With Westridge killed in the fall, the snake coils itself around Danny, only to be shot in the head by Terri. An enraged Serone attacks Terri, only to be stabbed with the tranquilizer dart by Cale, who soon loses consciousness again. Danny punches the drugged Serone, knocking him into the river.
However, Terri and Danny are soon re-captured when Serone catches up to them. He dumps a bucket of monkey blood on them and uses them as bait in an attempt to capture a second, larger anaconda. The anaconda appears and coils itself around Terri and Danny and begins to suffocate them. They are caught in a net by Serone, but the snake breaks free. Serone tries to escape, but the anaconda finally manages to coil itself around him and suffocate him. Terri and Danny cut their bonds and watch in horror as the anaconda slowly swallows Serone whole. Terri finds a nest of baby (normal sized) anacondas in a building, but the snake arrives and, after regurgitating the still twitching Serone, chases her up a smoke stack. Danny traps the anaconda by pinning its tail to the ground with a pickaxe. Danny ignites a fire below the smoke shack and burns the snake alive. The burning anaconda is sent flying out of the building and plunges into the water where it sinks. As Terri and Danny recuperate on a nearby dock, the anaconda appears one final time before Danny slams a splitting maul into the snake's head, killing it. Afterwards, Terri and Danny reunite with Cale, who begins to revive on the boat. As they float down the river, they accidentally locate the natives for whom they were originally searching. They realize Serone was right and begin filming their documentary as the film ends."
1500,Grosse Pointe Blank,Comedy|Crime|Romance|Thriller,1997,George Armitage,comedy,"Professional assassin Martin Blank finds himself depressed and disillusioned with his work. Grocer, his chief rival, is attempting to incorporate the hitman business, but Martin refuses to join, putting the two at odds. Following a botched contract, Martin accepts an invitation to his 10-year high school reunion in his hometown of Grosse Pointe, Michigan. He is persuaded into going by both his reluctant therapist, Dr. Oatman, and his secretary Marcella, who books him a contract in Michigan that coincides with the reunion, ostensibly to make amends with the client whose contract was botched.
Upon arriving in Grosse Pointe, Martin reconnects with his childhood friend Paul and his high school sweetheart Debi Newberry, now a radio disc jockey, whom Martin had abandoned on prom night to enlist in the army. He also visits his mentally ill mother in a retirement home, and his father's grave. Meanwhile, Martin is being stalked by Felix LaPoubelle, another hitman who attempts to kill Martin in the convenience store built over his childhood home. He is also followed by two NSA agents who were tipped off to Martin's contract by Grocer. Despite these dangers, Martin remains distracted by his desire to win over Debi and fails to open the dossier on his target.
At the reunion, Martin and Debi mingle with their former classmates, and begin to fall in love all over again. Later, while exploring the halls alone, Martin is ambushed by LaPoubelle, whom he kills in self defense. Debi stumbles upon the scene and flees the reunion in horror. Paul arrives moments later, and helps Martin dispose of LaPoubelle's body in the school furnace.
Debi later confronts Martin in his hotel room; he reveals that when he joined the army, his psyche profile showed a ""moral flexibility"" that made him suitable to work as an assassin for the CIA, after which he decided to go freelance. His rationalizations for his work terrify Debi even further; she rejects his attempts at reconciliation and walks out. Martin fires Oatman over the phone, lays off Marcella, and finally opens the dossier detailing the contract that brought him to Grosse Pointe. He is surprised to find that the target is Debi's father, Bart, who is scheduled to testify against Martin's client.
Accompanied by several henchmen, Grocer decides to kill Bart himself to impress Martin's client. Martin abandons the contract and rescues Bart, driving him to the Newberry house and holing up inside. During the siege, Martin finally admits to Debi that he left her on prom night to protect her from his homicidal urges, which were due to his troubled upbringing. Martin gradually kills off the henchmen, and the NSA agents are gunned down by both Grocer and Martin. Martin then kills Grocer by smashing a television over his head. Injured and winded, Martin proposes marriage to Debi, who does not respond. In the end, Debi and Martin leave Grosse Pointe together."
1501,Keys to Tulsa,Crime,1997,Leslie Greif,drama,"The story revolves around a perpetual loser and slacker named Richter Boudreau (Eric Stoltz). Richter is from a privileged background in Tulsa, Oklahoma and works as a movie reviewer at a local newspaper only because his sour mother Cynthia (Mary Tyler Moore) pulled strings for him to land the job. He is dissatisfied with the direction that his life has taken; his girlfriend Trudy (Cameron Diaz) breaks up with him in the opening scene after another disastrous date, he is about to be fired any day from his job because he can't meet deadlines, he lives in a dilapidated farmhouse, he uses and sells drugs behind the scenes for some extra cash, and he is so irresponsible with life in which he has gotten so far behind on his bills that his electricity has just been cut off.
Richter also owes money to Ronnie Stover (James Spader), an abusive drug dealer who he deals with. Ronnie is married to Vicky (Deborah Kara Unger), a beautiful woman who was disowned by her socially prominent family for her involvement with Ronnie. Richter is still in love with Vicky despite having ended their relationship many years before. Vicky is the sister of Keith (Michael Rooker), a misogynistic alcoholic whose large inheritance fails to soothe his anger, loneliness, and depression. Cherry (Joanna Going) is an exotic dancer from Chicago who buys drugs from Ronnie and gets romantically involved with Richter.
Ronnie plans to blackmail Bedford Shaw (Marco Perella), the son of a socially prominent businessman named Harmon Shaw (James Coburn), after Cherry tells him that Shaw murdered her friend, a stripper/prostitute, in a motel room and that she took photographs. Ronnie attempts to involve Richter by having him hold on to a mysterious black pouch and by exploiting Richter's newspaper connections. Richter wants no part of the blackmail scheme. But he gets in over his head when Keith discovers that Richter has been sleeping with Vicky."
1502,Kissed,Drama|Romance,1996,Lynne Stopkewich,drama,"As far back as Sandra Larson (Parker) can remember, she has been fascinated by death. As a child, she dances with the corpses of animals at night, rubbing them on her body, before giving them a funeral. She performs this dance in front of her only friend, a girl named Carol (Jessie Winter Mudie), who ends their friendship soon afterward.
In college, Sandra studies biology, carefully dissecting the bodies of small animals, trying to avoid disfiguring them. She gets a job at a funeral home to be closer to dead bodies. The funeral home's janitor Jan (James Timmons) believes, like Sandra, that dead bodies still have a soul in them. While driving the hearse with a body in a coffin in the back through a car wash, Sandra looks at the body and finds a shining light, believing that body's soul is alive somewhere.
Mr. Wallis apprentices Sandra in embalming. She starts studying mortuary science, where she meets a medical student named Matt (Peter Outerbridge) who also must study corpses for his major. Matt and Sandra begin to date, and Matt is intrigued by Sandra’s death fascination. Occasionally they spend nights together in Matt's basement apartment, but Sandra always leaves for late night visits to the mortuary to celebrate the dead bodies of young men with dance ceremonies which escalate into necrophilia.
Matt becomes distraught when he discovers that he is competing with dead bodies. He tries unsuccessfully to get Sandra to talk about her necrophilia, so he starts visiting her at the funeral home, which upsets her. Matt has to go to an extreme to win Sandra’s heart, as she struggles with choosing between the living or the dead, with tragic results."
1503,8 Heads in a Duffel Bag,Comedy,1997,Tom Schulman,black comedy,"Tommy Spinelli (Joe Pesci) is a wiseguy hired by Benny and Rico, a pair of dimwitted hit men, to transport a duffel bag full of severed heads across the United States to a crime boss (as proof of the deaths). While on a commercial flight, his bag is accidentally switched with that of Charlie Pritchett (Andy Comeau), a friendly, talkative, young American tourist who is going to Mexico to see his girlfriend Laurie (Kristy Swanson) and her parents (George Hamilton and Dyan Cannon).
The film revolves around Spinelli harassing Charlie's friends Ernie (David Spade) and Steve (Todd Louiso) for information, while Charlie and Laurie attempt to get rid of their rather unfortunate luggage.
After Charlie meets with Laurie and her parents at the airport with the wrong bag, they go to their rooms at the resort in Acapulco, Mexico. Soon, Annette, Laurie's mom, mistakenly thinks that Charlie might be a serial killer on the run once she sees a head in his bag while hiding a gift for him inside the bag. Her husband thinks it's all a delusion brought on by her alcoholism.
At first, Charlie and Laurie tried to bury the heads in the desert, but a group of thugs steals their car. Then Charlie comes up with an idea that he will give back the heads without anyone noticing, by pretending he forgot to turn in his report back at his college. In turn, everyone packs up for the airport. At the airport, Charlie accidentally puts a severed head in Dick's carry-on bag, causing him to get arrested. They never leave Acapulco since they have to come up with a new plan to save Dick.
Meanwhile, Tommy, Ernie, and Steve start to look for replacement heads, after Charlie tells Tommy he lost one. They start to look in a cryonics lab, where they store bodies and severed heads, much to Tommy's approval. After getting the replacement heads, Tommy and the others get on a plane and head to Mexico. Tommy threatens Charlie that if he loses more heads, he'll replace them with Charlie's friends and family. After hearing of the airport incident, Benny and Rico decide to collect the heads for themselves.
When Fern, Dick's mother, arrives in Mexico, Tommy takes her and the others hostage as he helps Charlie find more heads. They find out that a coyote took one of the heads from the stolen car. Tommy also realizes that Benny and Rico are going to kill him if he doesn't get the heads across the border in time. Charlie comes up with a plan to save both their lives.
The film ends when Charlie and Laurie take a severed head to the airport to prove her father's innocence. Benny and Rico try to intervene, but end up getting arrested. It is revealed that Tommy and Charlie set them up. Charlie thanks him for his help, as Tommy departs to Hawaii. Steve goes insane and starts running around the airport, telling security guards that a severed head is his ""best friend"".
Charlie and Laurie get married, with her mother and father present, Steve is in a straitjacket, Ernie is a brain surgeon, Fern is also present after being thrown out of a moving van when she started to bad-mouth Tommy, and Tommy is enjoying his retirement."
1504,Hollow Reed,Drama,1996,,,
1507,Paradise Road,Drama|War,1997,,,
1508,Traveller,Drama,1997,,,
1509,All Over Me,Drama,1997,Alex Sichel,unknown,"This film focuses on Claude (Alison Folland), a teenage girl who lives in Hell's Kitchen, New York City, and is the story of her sexual discovery and budding lesbianism during summer vacation. Claude's best friend is Ellen (Tara Subkoff). Her plan to start a band with Ellen is subverted when Ellen begins dating Mark (Cole Hauser).
Claude discovers that Luke (Pat Briggs), a gay musician who has just moved into her apartment building, has been stabbed to death in what might have been a hate crime. Ellen hints at the fact that she was there when Luke was killed, but Claude keeps her mouth shut in order to protect her. Claude then goes to a gay bar and meets Lucy (Leisha Hailey), a pink-haired guitarist who is playing in the house band. Claude goes to Lucy's apartment, but freaks out and leaves, returning to her apartment to find Ellen waiting for her. They have a fight which ends with Claude screaming that she would die without Ellen.
Claude goes out along with Ellen and Mark on one of their dates; Mark gives Ellen downers which make her violently ill. Claude brings her to the bathroom and forces her to vomit, and Ellen refers to Claude as her ""Knight in Shining Armor."" Mark is visibly furious but manages to contain himself. Claude leaves and goes to Lucy's apartment again, but leaves after a brief make-out session. On the way home, Claude is ambushed in the street by Mark, who questions her relationship with Ellen. Claude threatens to tell the police about Mark's possible involvement in Luke's death due in large part that she is worried that he is leading Ellen down a dark path.
Claude goes home to find Ellen waiting for her. Claude tells her that they need to tell the police about Mark, but Ellen says she would go to jail if they knew about her involvement. Claude says she would never let that happen. Claude kisses Ellen and tells her that she loves her. Ellen tells Claude not to say that, and Claude leaves. The next day, Claude cleans out her room, removing all traces of Ellen. She goes to the police before work. Later, the police comes into her workplace and takes Mark away for questioning. Ellen tells Claude that she hates her. Claude says that she knows, and that she's sorry. Claude then starts seeing Lucy."
1510,"Brother's Kiss, A",Drama,1997,,,
1511,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti)",Comedy|Romance,1997,,,
